Accession,Number_of_N
IMS-10116-CVDP-516D5BC7-47C4-4DA9-AC3A-DFF1A6D71734,253
IMS-10013-CVDP-8328B6A2-A0A6-4C11-A4F4-0E3E8632AD06,225
IMS-10013-CVDP-B8007AAA-CFE3-4EB8-81C8-E85A85ADBE1E,252
IMS-10116-CVDP-FE896AF5-C919-4425-9D8C-3B9CF36F71C3,690
IMS-10116-CVDP-D403EA3F-9C63-4B5A-9B75-3D14CD473B2B,249
IMS-10116-CVDP-C8FF71CE-8283-4DF4-8763-661BC8512E54,418
IMS-10116-CVDP-5B372DC0-AC3E-499B-A1D9-0A69AE506D9A,259
IMS-10116-CVDP-9D2AE2FA-ED7C-40E7-B807-9B3C1C2D4270,121
IMS-10116-CVDP-011560E0-ECC5-4ED6-87C3-CAD9EF856434,372
IMS-10116-CVDP-B806E727-B45E-4755-9C34-17A3FEF1C30D,253
IMS-10116-CVDP-1EBE11D8-7658-4838-8415-C1E247DEBF9A,253
IMS-10116-CVDP-8A150C66-BBC5-4CA5-BAD4-3C0A0AF495B8,426
IMS-10116-CVDP-9B61BBD1-8657-4330-9CE3-86292CCD1897,81
IMS-10116-CVDP-2CEF615C-1F96-43F5-A497-984F5DBA9EA9,259
IMS-10116-CVDP-59A1063F-0B2F-4EBE-9DBB-0088C627A5F4,481
IMS-10116-CVDP-76361E95-2076-4F4B-9E15-0E7B84630001,130
IMS-10116-CVDP-4432C98D-4CD6-4C3C-B66F-528CA30E0C5E,259
IMS-10116-CVDP-746ECE53-CBCF-4A85-B585-EF0F5BC41687,259
IMS-10013-CVDP-14B94941-883C-44C1-B078-C6E3032E3A59,9
IMS-10116-CVDP-D0C82110-B859-408C-BF90-1FC979933D52,250
IMS-10013-CVDP-97395531-7D4E-4C7C-999A-AC5386880DF0,266
IMS-10116-CVDP-2A97EA0D-AD34-4D9E-9E28-33CD48F44586,121
IMS-10013-CVDP-F5CD6D7A-2D68-4385-B071-76AC634E1595,109
IMS-10013-CVDP-88053F6B-B95F-4D85-926C-85F8DBEDE289,258
IMS-10116-CVDP-F00648CF-A349-42B1-B154-9E293CD5E8D9,177
IMS-10116-CVDP-F5041DD4-FDC9-469D-B9DF-CB4146D7F801,259
IMS-10116-CVDP-D30583B7-1525-4FF4-82B2-0040F99CE287,424
IMS-10116-CVDP-56028D5B-52D7-42B9-920D-B86818D9BA73,416
IMS-10116-CVDP-A169DF2C-0055-4873-AB38-A53AB0171F02,424
IMS-10116-CVDP-93F344FD-5D2B-49DF-8EBA-B7D3D68FC6FE,128
IMS-10116-CVDP-A4BCB37B-54F4-4E20-8A2A-C3751FA1FA7D,416
IMS-10116-CVDP-71CF0156-8618-418C-85EB-646BF5187991,605
IMS-10116-CVDP-B2BA98A6-BB10-4B93-9CE4-C195A594CA34,449
IMS-10013-CVDP-A7C3B561-1721-46ED-9311-767BE5587FFF,2
IMS-10013-CVDP-8AFA8C3A-8281-47B0-AC30-7F72F2146E9A,38
IMS-10013-CVDP-A752B116-F2F5-4939-AD03-05678143CD75,437
IMS-10116-CVDP-C5509EFB-E82B-495D-B369-328C9FD110BA,77
IMS-10116-CVDP-0A8A76F7-9CB3-476B-B291-5C2A1B1C9CE6,259
IMS-10013-CVDP-345E52D3-AE0C-475C-803B-419333E0AAE8,35
IMS-10116-CVDP-CA070E25-A956-4E38-A062-7464893E1827,86
IMS-10013-CVDP-AFB78ED1-AF62-4218-8242-E640FA928E89,30
IMS-10116-CVDP-FC641BF6-B63D-4962-B01B-F58B0C700542,259
IMS-10116-CVDP-00B39434-E038-4FE3-83FA-8E5953611033,259
IMS-10116-CVDP-A6C21D37-D88E-4DC3-9D10-CB3D273EB261,422
IMS-10116-CVDP-CEE954FF-0941-417C-A8A0-08A7C2DC6FD4,256
IMS-10116-CVDP-05C07768-EDD6-4078-A1EB-64A434ADAEE0,248
IMS-10116-CVDP-5DD12DD5-72C5-461E-B2D5-F5D8B11C9144,546
IMS-10036-CVDP-31081BE4-DEA4-49C6-B671-507C8FF6FC0F,268
IMS-10116-CVDP-DDE5A4FA-F47D-4A1D-96B9-5AD891363922,259
IMS-10013-CVDP-E61ACA66-0B8A-4315-93F3-E0910FEFB2E6,221
IMS-10116-CVDP-620B03EF-FC91-44C9-BE87-CB8C0218671E,383
IMS-10116-CVDP-DFD9881A-B7E1-4A6F-846A-7412A1E9E0C2,1075
IMS-10013-CVDP-ECBC63A4-E36F-4E9B-BCDB-B7031A7DFA36,10
IMS-10116-CVDP-FBE7F37C-B4CB-407F-9395-775C0EEA625F,124
IMS-10224-CVDP-ADFD6DD3-AD87-4E7A-9221-30C9F2788288,535
IMS-10013-CVDP-CDE7A808-EC58-4A32-BE3F-EF8DAED38A9E,406
IMS-10116-CVDP-05674452-09CB-4006-B26C-4676B68B04C1,248
IMS-10116-CVDP-DD09D7C6-0B69-45A1-95F1-349328AA10C7,1541
IMS-10013-CVDP-8A0BF281-4171-4885-8BF3-AA6185F051E4,31
IMS-10116-CVDP-78210798-FB8F-4552-B2A4-D4FEED264332,259
IMS-10116-CVDP-B6B11A2A-2077-4EC1-A4B6-97885AA3B28D,558
IMS-10013-CVDP-BE9D0D4D-4E1A-48A9-8F96-7A28667B5FE5,261
IMS-10013-CVDP-DF5B3B41-F868-4A4B-B048-C20C892D8B04,15
IMS-10116-CVDP-D32AF127-2C73-4385-BB82-03551566A368,508
IMS-10013-CVDP-6DD69B0A-BA54-406C-9EE5-FF6BCCD71EDF,121
IMS-10036-CVDP-37510A47-246B-4AEC-84A3-832FF5C7ADA8,76
IMS-10013-CVDP-E650F486-BFFE-4E0E-BF57-DA6E6A39EEA3,35
IMS-10116-CVDP-20A3DE63-82B1-4DD4-BA33-A0C3A158782A,424
IMS-10013-CVDP-FD21D497-375A-4C95-831E-EA5E6F1FBCCC,36
IMS-10116-CVDP-51872B86-F9F1-408F-AFC9-15F7600D9551,738
IMS-10116-CVDP-6728782B-D809-458D-8C34-27A7BAB26845,424
IMS-10116-CVDP-E0E486F7-E590-43A4-A0E4-D78592BE417B,666
IMS-10116-CVDP-FA1CB654-192B-4645-A422-F57D8F8D371A,416
IMS-10116-CVDP-E1AF9D53-55A5-4A2A-AE17-EA8B501C1B85,424
IMS-10013-CVDP-0DA971A6-FCB4-44F6-AA9C-B1C2C0B7505C,30
IMS-10116-CVDP-6D7C2214-F7B3-4DFB-989C-ABFB1BFC8239,690
IMS-10013-CVDP-8396E717-EFC3-4080-9CF3-176E84054FF8,29
IMS-10013-CVDP-9E8AE61E-2EAB-412E-B535-D332CABFD259,34
IMS-10013-CVDP-D6B38C65-395C-4CF3-98A7-4A55C7A352A1,31
IMS-10116-CVDP-91B9ACD8-2330-4BFC-A3EF-2DDD3B0E5C1F,416
IMS-10116-CVDP-318AEBD9-8E4F-42C1-B94F-3C449198BB6C,1878
IMS-10116-CVDP-C421060C-7BFB-4CE0-9023-C1E7E85AED6A,1277
IMS-10116-CVDP-3CA19568-082B-4EC3-ADEE-C3B39700F7BE,253
IMS-10116-CVDP-01E09027-75FC-4333-85EC-5143412ACDEF,259
IMS-10116-CVDP-302E5D4D-8803-4E0C-9F0B-3091F5C1B960,661
IMS-10116-CVDP-975974BF-E4D4-4726-A076-C61CB7E96986,259
IMS-10013-CVDP-D7B46A07-DCAF-4747-8D54-70E3FC8B6168,32
IMS-10116-CVDP-FC7EF06D-36CC-41BD-A597-CFECB9D1BC5F,423
IMS-10116-CVDP-EA5A6ACF-E27F-4E15-9AEB-4EEB3067876E,754
IMS-10116-CVDP-E968F440-8236-49EB-983D-8A6D7CC183B9,404
IMS-10116-CVDP-1C93FFAE-7E1C-4549-8118-4CFB86DBF3A2,124
IMS-10116-CVDP-CB52B7AA-B91E-4590-AE25-63D1031B8683,429
IMS-10116-CVDP-3C375645-FFDE-494C-B89A-9A6BEA7B18D1,256
IMS-10013-CVDP-EE8E0025-866D-4AF6-A9ED-C571D45C35EE,22
IMS-10116-CVDP-66E53F06-C456-41DA-AFC1-05267CDA9197,422
IMS-10116-CVDP-B7BA12DC-D3F6-4AD9-B9BF-5EEC0A786D8B,367
IMS-10036-CVDP-00132,0
IMS-10116-CVDP-4C91CBCA-7FF2-43D2-9AB0-E316D238D35F,509
IMS-10013-CVDP-671E6D9A-6D03-4BCA-A5EA-691A40B85C4C,775
IMS-10116-CVDP-B2027E48-36C5-4EF2-9E19-BD3E725ECE86,132
IMS-10013-CVDP-01586,23
IMS-10116-CVDP-92DE7E71-73E8-477D-84AC-8DD49DCFF28E,152
IMS-10116-CVDP-710FBCDD-7563-4855-A2A5-5F4FC8ECFAEA,259
IMS-10116-CVDP-FE85BF23-5FDA-482A-99D3-9A190150995A,253
IMS-10116-CVDP-96150BF2-DACA-48E1-A6B4-BD3A4F32F9DF,407
IMS-10116-CVDP-FB6B3F92-1ECB-424F-89AD-C838AB49CFB8,259
IMS-10116-CVDP-479E24A2-EE4B-437A-B384-C3ADA3735AD3,259
IMS-10116-CVDP-B26EF174-4F1A-4BB4-BF7D-F39FB4243BC9,416
IMS-10116-CVDP-5528AD08-1217-4215-A453-CA0CD819B260,259
IMS-10116-CVDP-0EC9A179-88A7-4462-AB86-5E0150F1AAE8,609
IMS-10013-CVDP-476F9268-1EE6-4BD8-976A-4F2340D7AEAD,251
IMS-10116-CVDP-A837F876-8056-43F6-AB1B-2AD5727A2544,253
IMS-10116-CVDP-D677DFC0-2BE8-4929-BFDC-2D1ED4592105,256
IMS-10116-CVDP-4F08F84E-91F4-4BC0-8B42-B1008FAC2808,121
IMS-10224-CVDP-00E6C0CA-D791-4E07-ABAC-081ECF261114,536
IMS-10224-CVDP-C569C275-E836-49BD-8286-895E877837BD,619
IMS-10116-CVDP-92B97D98-8598-4AF1-9733-1CDF69E58E88,667
IMS-10116-CVDP-A9E61BC2-FF75-4543-A037-D793B838C004,666
IMS-10116-CVDP-C0C09D9E-CAA7-4F57-9744-6B57C1E0A817,431
IMS-10116-CVDP-ED1ED596-7897-4BE6-BC5C-813735346501,424
IMS-10036-CVDP-4C0735FB-34C6-4AB6-9AE3-412E8BE19DED,0
IMS-10116-CVDP-28127209-749E-4FD2-BE34-32149E787CDA,251
IMS-10036-CVDP-EBC80990-EB81-48B0-9ADF-251E38D37C2A,87
IMS-10116-CVDP-6C36DFA8-C085-4597-BDF9-A41DA99A5C72,492
IMS-10116-CVDP-D21FC568-6F6C-4784-A2A3-F1F3F140EB56,259
IMS-10116-CVDP-93253B78-9D17-4057-B65B-27C6356BDAFC,416
IMS-10116-CVDP-6783C89F-2E7F-4199-B3EB-E06EEBF6E3D6,690
IMS-10013-CVDP-2C2D37AE-A0A4-419E-B7FE-A4A4CF7A7B64,275
IMS-10116-CVDP-0D6CD38B-483E-471F-AB7B-C28AD813A299,898
IMS-10013-CVDP-E12EB1C6-2C30-48BD-9C6D-F0FD64CE2147,4
IMS-10116-CVDP-D8CE0936-93EC-464A-8DB4-B2243E4BBFDB,690
IMS-10116-CVDP-51245116-A0CC-44F2-A0F6-D53D9713FD3A,259
IMS-10116-CVDP-314286ED-C476-49B1-8018-F8A8ABADF926,259
IMS-10116-CVDP-84C699A5-3230-4B34-86BC-29130CFC0DE7,200
IMS-10013-CVDP-1C6E932A-76E6-47D6-AF64-B1084A7663A0,258
IMS-10116-CVDP-11F5613E-D125-449D-843F-2B5F26B2EE70,121
IMS-10116-CVDP-66990469-78B9-430B-9E93-FB883E704F41,692
IMS-10116-CVDP-17522CA6-8A80-4250-AA78-26221202A48C,609
IMS-10036-CVDP-00130,0
IMS-10036-CVDP-718FE97A-AF7B-4D56-AB4C-24ADF703D71F,86
IMS-10116-CVDP-CFAAC24D-E9A1-4B1A-AF08-0225DD0FA056,251
IMS-10013-CVDP-3E104813-654E-4DB7-825D-0CE82DE6371C,256
IMS-10013-CVDP-5AF5FC8C-7574-405C-BE60-6C92069C62C2,501
IMS-10150-CVDP-1CF69E44-B1CB-4DB1-B7D3-70342E6E16C0,140
IMS-10116-CVDP-62D73F9C-1C06-47E7-BA39-BA0FD4A52E67,259
IMS-10116-CVDP-AA924F51-C911-4E61-90E4-89FF4D93C849,616
IMS-10116-CVDP-566DADF2-89C6-4FE5-A4FA-F6BBCC8B0642,121
IMS-10116-CVDP-4EAF86D4-7370-4AAD-BC62-30129198A28E,259
IMS-10020-CVDP-88977A09-1D57-4366-8B11-85794F176884,76
IMS-10013-CVDP-8DDD1FDE-3D20-45E4-8F36-869B6F2CD6FD,204
IMS-10116-CVDP-A06373DA-E007-4A36-B13A-2706248E44C0,257
IMS-10116-CVDP-E9DD779B-57F0-4877-9C95-D9889F041CBE,259
IMS-10116-CVDP-F56BFD49-7B7E-416B-A7E6-88E0E9113189,418
IMS-10116-CVDP-82AD9328-CCA5-448F-A1EF-2EB257D0D4D0,121
IMS-10116-CVDP-448A5413-6E8B-448D-9D54-CB2E5B627B74,257
IMS-10150-CVDP-CBF3CDD5-B693-4DB9-B597-0E95B82B8ACE,0
IMS-10116-CVDP-DA38FDCE-33BA-4629-8229-109D0308EF4B,330
IMS-10116-CVDP-BA12EB36-464B-4556-95CF-B66400E2BEBA,146
IMS-10116-CVDP-F03C1CE5-AD04-4815-A740-C2BA7C9F763D,153
IMS-10116-CVDP-C6A2A701-EA6C-4A19-82DF-7CD03217A9DE,121
IMS-10013-CVDP-09274BD1-75C7-49B5-BA6D-C13CA95CEF4F,978
IMS-10116-CVDP-83BD96CA-D93B-47B9-BEB3-4007AC881447,539
IMS-10116-CVDP-B42756F9-1060-43B5-9E76-8EC4174209FE,418
IMS-10224-CVDP-EBD6F5AF-EFFD-40F0-866F-79D8FEDE9AE3,0
IMS-10013-CVDP-9CDA03EE-CC15-4143-8CE1-957411E3C729,12
IMS-10116-CVDP-48E5DAB7-0511-4B40-84D2-BDA7C96F5A02,257
IMS-10116-CVDP-718D7FFD-995E-4CE0-BC2A-1888378F4D75,648
IMS-10036-CVDP-AA402B1A-091B-4E4F-881E-2DF305861DCD,271
IMS-10116-CVDP-22077C91-81AD-4960-9621-A67E8D8C0D81,152
IMS-10116-CVDP-087E1771-F229-4C20-A150-6CCF155AFF6C,122
IMS-10116-CVDP-E75BDC53-B7CA-4968-B541-8E9E049AF7E9,257
IMS-10013-CVDP-68FF6F44-7404-466B-AA28-CC1F9C151D5C,38
IMS-10116-CVDP-C13285A9-CCED-4D80-B7C1-71ED48F82388,404
IMS-10116-CVDP-E7BB82B8-FA3E-4DCD-9153-48D08D679A9E,429
IMS-10116-CVDP-A60F715A-2204-4E85-8377-F795599913B1,97
IMS-10013-CVDP-03903F8F-CA8D-4574-BD1B-68C9F1170D0B,262
IMS-10116-CVDP-955B2525-3079-40ED-AC1F-9C92FD6FC671,424
IMS-10116-CVDP-810D7F0F-F1D1-4ECF-95C2-896EED0A3B8C,1100
IMS-10150-CVDP-39484215-E574-44A5-A002-1C4F674C4152,1206
IMS-10116-CVDP-29E38F13-6A4F-4BF7-9EC9-DCEECE742189,442
IMS-10116-CVDP-69FE0FEB-7EEB-408E-AC87-03FFD4A105A4,259
IMS-10013-CVDP-C265F99D-9D80-443B-939D-89B89513C97C,36
IMS-10116-CVDP-20E94B04-53BB-4124-A720-DC561A876897,257
IMS-10013-CVDP-3143A119-4634-4565-8592-3EABA5E9E1DC,35
IMS-10116-CVDP-0E2E12F4-B49B-4F62-AD7F-D87D985301FF,253
IMS-10036-CVDP-49E76CCF-5792-4360-A4AB-D56CE41D180E,159
IMS-10013-CVDP-A7E43521-65A8-495D-8D4C-26AF34318DE8,35
IMS-10116-CVDP-11CC4721-48D3-4BAC-8DCC-F5181EB1C927,253
IMS-10116-CVDP-5339E07C-B19E-44DD-AE71-2E8D1D95191E,259
IMS-10116-CVDP-948B43EA-8F85-4393-9B97-4E6AFF652774,259
IMS-10013-CVDP-CC14B143-A765-48F8-B7F5-B6F1135D1885,31
IMS-10116-CVDP-06F8745B-0C26-451B-980A-A776A0ECA8E3,251
IMS-10116-CVDP-8BBE64E1-4776-48C1-A617-53D9DE38D6A7,121
IMS-10116-CVDP-860A64B2-2B7B-42E8-B6C5-C7DEA1BC1609,445
IMS-10013-CVDP-FFE1C323-C007-4DA1-9B5C-6AB57E6599A6,123
IMS-10013-CVDP-C287AD9A-A565-477D-BC58-F6BC6C531642,254
IMS-10036-CVDP-E0C55D16-98DC-4865-9019-2119EFFBC428,952
IMS-10116-CVDP-FBCCDD63-B760-48FA-AFBE-075F37D989C2,123
IMS-10116-CVDP-CBABDF3B-F8C5-447B-A462-26FCFF341879,419
IMS-10013-CVDP-A2A12A02-9816-45A3-A752-7558757F68B9,258
IMS-10116-CVDP-257ADAAB-19D7-4F60-B328-2F748E6AF00E,463
IMS-10013-CVDP-20396547-3BB5-4363-B462-301B5273DB3F,41
IMS-10013-CVDP-02004,32
IMS-10013-CVDP-CA32BB02-4598-4017-985A-23661CE74C29,114
IMS-10116-CVDP-CCC17206-5AC0-44BD-AE53-47325A4EB5AD,253
IMS-10013-CVDP-286B7A44-56BB-4AB4-B37F-1D83EF942E3F,32
IMS-10116-CVDP-FF74F0A1-6BB4-40AF-BC3A-8D488F2F0574,250
IMS-10013-CVDP-796B2B9A-14B7-4910-B55A-D99AC9B56A25,40
IMS-10116-CVDP-EE161991-0F3B-427F-8D8D-2C816D8E3AB6,253
IMS-10116-CVDP-0323937C-3E6B-4470-AA70-CB14F68473A4,677
IMS-10116-CVDP-2362C0E5-01AA-42BB-B6A6-12640771B616,872
IMS-10025-CVDP-00120,68
IMS-10224-CVDP-81446520-4211-4DF5-8CE1-88781DEF4DBB,1328
IMS-10116-CVDP-F5820ECE-51B6-415F-A17E-9561B8491D2C,259
IMS-10013-CVDP-54ADB201-77D6-4393-9BA2-D1314EE2CA97,12
IMS-10116-CVDP-05377A07-DEA5-4E47-B106-58D36D06362D,475
IMS-10013-CVDP-C8FA8750-5D6C-46C4-AD49-09E0552907EC,34
IMS-10116-CVDP-18760168-1086-4276-AF80-AF5A6D00AC55,316
IMS-10116-CVDP-A837D14D-99E8-4409-A367-E369D3639C0D,460
IMS-10116-CVDP-C9EA8510-89C4-44A5-B296-E8DFDE489FAF,289
IMS-10116-CVDP-E3FCAB1B-1595-4D1B-99FB-34391B85C7A7,253
IMS-10116-CVDP-4681B5D6-876C-4590-A1BE-F5F28B225A00,438
IMS-10116-CVDP-9D108E4B-CD52-46CF-9FB2-3613A771F3B1,281
IMS-10116-CVDP-170D814C-1B38-4DEA-AF89-112649E072F0,570
IMS-10036-CVDP-5CD5628E-6CDB-4097-9363-500280BAAA20,261
IMS-10116-CVDP-54360A4B-9CF1-4EF6-B853-3ACE98E25048,125
IMS-10116-CVDP-4FA530F5-2F7A-4FE5-B26A-2CA5DEBB85C0,121
IMS-10116-CVDP-7C9B48D1-07A2-4102-A330-F37F1349426E,253
IMS-10116-CVDP-B343559E-6F02-44E1-BF36-5116EDB79AC7,383
IMS-10116-CVDP-06F58195-B23B-4D38-8CD3-B773F13D97F6,420
IMS-10013-CVDP-E704930E-3A06-4DE0-80F2-E771CB3EECB9,440
IMS-10116-CVDP-784C5B39-8B8B-457E-9782-7FE983C5333A,123
IMS-10036-CVDP-B26D26A7-7453-4849-BA0B-792B73CE8613,486
IMS-10116-CVDP-C6E7AAB5-F55F-444D-B19F-6ACE9ADDC9C2,259
IMS-10116-CVDP-6E42AB38-0F99-4F46-B9E9-3D3A738CF61A,882
IMS-10116-CVDP-278672DC-846E-407A-8628-3E7CBD4CD88B,421
IMS-10116-CVDP-496281A5-E046-4829-B947-2267DFFCFA14,1412
IMS-10116-CVDP-5CA614ED-D9CD-4FEF-838D-453BEF12EB1B,416
IMS-10116-CVDP-25B0B320-39C6-4DEC-8DC8-467E4878C0A2,318
IMS-10116-CVDP-81AA1CC6-F88D-4222-BA0B-E8BD536BFDD8,1202
IMS-10116-CVDP-0F5C1DE6-A1CF-4C8A-9928-C2BFD70451AC,79
IMS-10116-CVDP-A39690FF-CF07-4ACF-9A4F-65D328899614,412
IMS-10116-CVDP-93CAAD4B-90C7-4535-904E-ED5271C53B88,108
IMS-10020-CVDP-D5C8B8A3-DEF0-40FF-8DBA-0DAA486B2231,113
IMS-10116-CVDP-10DAFC89-78DB-43D8-9B7E-930BE4604FB9,259
IMS-10116-CVDP-EFDDDFEF-9D39-4A6D-B067-0D46D22BF9DB,121
IMS-10116-CVDP-8311AF73-F991-4D9E-90E0-9DAEA27FCBC8,1402
IMS-10116-CVDP-C786211B-C5EF-4C7D-949C-331A930A8592,259
IMS-10116-CVDP-D8162F92-8F05-446A-BEE5-34029FAF024E,383
IMS-10116-CVDP-6A7B9978-4E10-46F8-B2CC-8368AFC1DAAB,161
IMS-10013-CVDP-8B4065A9-B99E-4287-96A3-CFCD3ABE038A,9
IMS-10116-CVDP-E35E59CB-F843-4489-8BAD-CBB5DC8D8B72,415
IMS-10013-CVDP-32781A7A-75AA-4760-AD5B-88898540A1F9,37
IMS-10116-CVDP-AB0565D2-DEE4-4F47-A1E9-7B13EF70E327,395
IMS-10013-CVDP-B288C5BD-7C62-4984-82DB-8A75BC748425,188
IMS-10116-CVDP-B2C42229-E802-462B-BE21-F50FF0F446E9,259
IMS-10116-CVDP-38721972-26B2-4FEB-8289-DC328AF7EDE1,571
IMS-10013-CVDP-A356F3C2-F6A0-42DE-A720-BF1F01B0D21E,33
IMS-10116-CVDP-375EB7A0-04CA-4EE1-9BE7-AA6A1C2E0B2C,121
IMS-10116-CVDP-F299DAA4-14D3-43F3-B19B-398EE01E9AB2,414
IMS-10116-CVDP-E0796A8C-DF86-4CAB-87AE-92965793DEAA,1389
IMS-10150-CVDP-BAAE87A4-D218-467B-ABB7-7AF26885629C,27
IMS-10013-CVDP-81562B1D-C3A2-4BF1-BCC2-AE6888B499D3,205
IMS-10150-CVDP-4B73DBCF-1EC1-4850-8636-66DB2A37C013,0
IMS-10116-CVDP-C6EABA22-5FA4-485B-A873-3D17363B28BF,257
IMS-10116-CVDP-2BE6C353-B0D9-4D27-B95D-15B84B7B25E7,259
IMS-10116-CVDP-D7C14AF1-57BE-4B8D-86AF-7DFE8E6CA7C4,482
IMS-10116-CVDP-60D1482E-8E75-4EE3-A001-72EA276F8405,1333
IMS-10013-CVDP-03117B00-A275-44B9-8B9D-ED20367B9F9E,419
IMS-10224-CVDP-E5D0883B-A3F0-4E46-BD64-D8332C126667,639
IMS-10116-CVDP-2C2795CA-0EE0-4876-9B35-12145F2B753C,255
IMS-10116-CVDP-F627211E-35F9-43CA-99DB-0FB6D7990053,471
IMS-10116-CVDP-4F9C6F1E-B746-4A20-9B62-A1E466405815,377
IMS-10013-CVDP-A87185BC-6E2D-441B-9C5E-BF9943DAD2D9,445
IMS-10036-CVDP-06AD1BDF-508D-476B-84CE-F4A2F2D2C181,764
IMS-10116-CVDP-D2840D17-3FBA-43A2-9C54-A09676149F9F,381
IMS-10013-CVDP-1DEE5E4C-255E-4EB7-998D-E2A4EBE80F76,219
IMS-10013-CVDP-A894B151-D86B-4AF7-B27E-D02A4D3AB416,33
IMS-10116-CVDP-3502D26C-614A-4B1F-AD75-B93CB3D4BB85,124
IMS-10013-CVDP-4D0F3E48-E6B4-4602-A39F-24E838F866C8,34
IMS-10116-CVDP-DA892081-5AC4-4432-8EBB-680CD22AFEDC,264
IMS-10116-CVDP-E039CBCE-9D23-461E-9C6B-7C4E81F66305,315
IMS-10116-CVDP-F9EB466C-A413-4DBA-AA72-F98AACE32DF2,123
IMS-10116-CVDP-E954EA50-A456-4921-B0BA-9FD669767830,574
IMS-10116-CVDP-622FBAB9-5496-4599-969D-86FD49145757,259
IMS-10013-CVDP-EAE99740-9978-4C90-B74E-383870F4D70D,77
IMS-10013-CVDP-18368C7F-F088-45A0-99F9-59BCE2FEC0B1,31
IMS-10116-CVDP-7C13FA12-9708-4216-A13D-EC50C97DAEF1,891
IMS-10013-CVDP-78277D73-DA76-4E34-AEB1-EE183973C098,254
IMS-10013-CVDP-59537B50-1200-491D-9ECC-8B0A8F9B8400,17
IMS-10116-CVDP-D3EEC681-D485-4024-9CFE-4867AE76472A,258
IMS-10116-CVDP-118189B2-3AD4-488C-8A38-7E94B81C9FE5,262
IMS-10116-CVDP-335480A5-6184-40C3-87A5-1421EB7A8FFC,123
IMS-10116-CVDP-B78AE2CD-7F75-405B-AEEB-9FEE311FC1F6,255
IMS-10116-CVDP-3ADCBDED-2D38-4DC2-A9D2-D5A9A79201F0,484
IMS-10013-CVDP-22884B11-EAB1-4C43-8F59-F814427D6C00,66
IMS-10013-CVDP-D95C9E5B-702F-411D-99C4-66B592D36029,32
IMS-10116-CVDP-6AAF9C92-82CC-43CF-BF4C-EABF59984B44,423
IMS-10116-CVDP-7CF5BBDB-E84E-4E46-98DA-CACA2A064CDA,75
IMS-10013-CVDP-E50FD901-8927-4774-9C13-7E404976B1A7,26
IMS-10013-CVDP-65C14F6F-79C9-4FDB-A777-DD4DC3A8A900,198
IMS-10116-CVDP-2BE720FB-C0D5-4B33-9C0C-C402EFACFC6B,1084
IMS-10116-CVDP-641E1505-1758-404C-9C86-80983945C718,129
IMS-10116-CVDP-AE52DDB9-6DE2-4372-990F-A0C6F3CEE2F3,471
IMS-10116-CVDP-D835C53A-042A-4F56-8515-DB64BBF86C65,259
IMS-10116-CVDP-7F9A5D31-DC87-4BFD-BB03-B77BDDE12748,259
IMS-10116-CVDP-ED8DD71E-DBD7-4A95-9589-0916B3F2E34B,439
IMS-10116-CVDP-D3021B7D-448D-4B32-BCC0-6B655D816B93,254
IMS-10036-CVDP-10615E04-208C-4A2A-BF52-C2D956B459E3,416
IMS-10116-CVDP-69B1B455-1101-426E-ABA8-1E7CCF8F09CD,1371
IMS-10116-CVDP-F8919177-2986-4814-AD15-ED8C52E56C8E,121
IMS-10116-CVDP-81C531F1-6F17-4FA2-BEDA-3813DDCD60CD,140
IMS-10116-CVDP-EBFD450D-B59E-41D2-B010-AAE29D6DDFF2,1478
IMS-10013-CVDP-E11E9529-F298-4570-96FC-E9CDF547ACDD,27
IMS-10013-CVDP-B87128FF-1E34-48D2-A0D9-CA3A7A0D08D8,254
IMS-10116-CVDP-9FE83CAF-EDFF-4753-97AB-963A57F1429F,121
IMS-10116-CVDP-94FACB41-33A8-4EFC-824A-3DF74B665906,255
IMS-10013-CVDP-98122104-6CC4-48DA-BB84-9AE7850FD082,37
IMS-10150-CVDP-70BCCD15-9346-4534-AEBE-2D53C988495A,199
IMS-10013-CVDP-C3257903-419C-43DE-8ECD-C19FBEB9DA13,105
IMS-10116-CVDP-5BF28D33-4EA0-4A4C-83F9-8CD3DF3D107F,387
IMS-10116-CVDP-050CAB34-FFB9-4DB8-9C23-8E294E800E04,121
IMS-10013-CVDP-C05107ED-D4D5-4C79-A479-0EC966465D1D,12
IMS-10116-CVDP-9DB1B7DA-A8D9-4741-9C67-CDF125A803FE,259
IMS-10116-CVDP-46BE9A80-F1F7-432B-9D8E-D68A3FB62FE8,690
IMS-10116-CVDP-BAA29647-CB07-4343-9932-F5F5098DBAD4,678
IMS-10116-CVDP-9FAA1572-6F78-438F-91C9-1ADB64E443EE,385
IMS-10116-CVDP-E23B2C46-7693-49CC-84F2-2A172A12CFDA,445
IMS-10013-CVDP-28DC2B02-5E8A-4535-8114-FDC8C874CF8B,34
IMS-10116-CVDP-184571B7-98E2-4D1A-86DC-21475A28C654,905
IMS-10013-CVDP-B83D2613-437F-47EE-8ED5-94BC3415C19A,1048
IMS-10116-CVDP-2BEF8110-0274-457E-BA0A-41E656631837,419
IMS-10013-CVDP-46E84683-E8D6-4FF8-80D2-8AC3771DDB28,30
IMS-10116-CVDP-24004339-3A4C-485A-B577-7C72AA9F7FFE,482
IMS-10116-CVDP-03A7A677-A9FE-4962-B5EA-BA4178BB6D0C,141
