Accession,Number_of_N
IMS-10116-CVDP-B6959BDB-6D6C-4CA5-AB1B-B5D1DAFB8E85,441
IMS-10013-CVDP-528E481F-3D46-4F19-850F-9E936ED7095B,15
IMS-10013-CVDP-E44D280B-F203-4A8D-9533-62A33BB2303C,40
IMS-10087-CVDP-56B93120-88EA-4086-B4EA-3160FAE7CC9D,141
IMS-10227-CVDP-1420C686-88F9-4FF9-A330-93F0F51CE3FE,36
IMS-10267-CVDP-B3E5B271-57BB-477F-8356-1AF10BC17670,866
IMS-10087-CVDP-892640C0-E85D-4F5B-A9ED-24D185A28F0C,566
IMS-10087-CVDP-03A071AE-D81E-47A9-8985-C55D3AE1FA2E,351
IMS-10087-CVDP-3C1F5470-9494-4A97-B1AF-451C844397D4,488
IMS-10116-CVDP-C4F60E38-9DE5-4532-BB43-FDB7D2841974,396
IMS-10225-CVDP-9BCAE2A7-41C3-4386-B885-4C55C630C87B,957
IMS-10594-CVDP-DAD0553D-53E5-4B66-A359-BC86C1C3E808,2
IMS-10061-CVDP-D2A10D3F-84FD-49BE-8969-79DD2D20B99E,44
IMS-10267-CVDP-7647044B-55ED-4EE0-8E22-D1FF012DD19E,177
IMS-10116-CVDP-3828484C-B341-4738-83BF-DB777C590052,992
IMS-10061-CVDP-4110DCCB-4319-4EC4-B24C-40C4469997F6,0
IMS-10261-CVDP-D56384F1-73AF-4AD8-A857-E1012F96688D,1348
IMS-10267-CVDP-53BA8B3E-9B94-4375-831A-12CBC946B126,219
IMS-10116-CVDP-03F9833D-0DB8-44E1-83FB-DCDF41994679,1307
IMS-10116-CVDP-62E01D07-D772-4021-BF27-ECE480B780C5,259
IMS-10186-CVDP-2F72F2F2-D343-43D1-AE6B-E1F69FA238C3,296
IMS-10227-CVDP-73BBE07E-1EBE-4EF8-BFF0-F38E9A5F99CF,1062
IMS-10013-CVDP-C8A0DC7D-2E47-4C85-9B86-BFC59E45EBE0,34
IMS-10061-CVDP-8D79DC34-B826-4FD3-B8E1-477422061149,276
IMS-10227-CVDP-265D6372-10EE-4AB5-B79C-9C0BDBC365DE,254
IMS-10061-CVDP-40913787-D6EB-4BA3-A917-3081DF1B9AA2,6
IMS-10227-CVDP-0B4E1B52-1DD9-4DB8-926D-4345629530B4,27
IMS-10116-CVDP-3A131FAF-3510-4727-82DE-71F12C6BFEA6,660
IMS-10267-CVDP-3B2DC671-0FDC-41B6-984C-84121804ABC9,353
IMS-10061-CVDP-6DB020BE-9B65-4DAC-B46E-D2214BDAB419,148
IMS-10225-CVDP-A85295A8-CA93-4E18-9DFF-7399C95D046E,1214
IMS-10061-CVDP-B2CD4721-B513-47F5-8F47-BDA65E8F4B8C,0
IMS-10087-CVDP-FB9A5A06-4B58-4D76-BF6A-C2E0B255C6BB,679
IMS-10594-CVDP-0F834965-17AA-4269-8423-F694DF16B196,630
IMS-10227-CVDP-5EBCC26E-C041-4D09-8A95-4F934CAF1291,84
IMS-10186-CVDP-56D85681-005C-42CF-932E-ADFF6F92EC5C,222
IMS-10267-CVDP-B11DCD68-6803-4100-AAA1-6AA5BB858659,707
IMS-10186-CVDP-CCFDD809-3308-4258-839F-94CEE65798B0,258
IMS-10261-CVDP-00165,306
IMS-10013-CVDP-F14F0FA3-F235-4AD5-9A0F-03994E8EFC53,17
IMS-10116-CVDP-F335756E-21BF-4128-9A45-20C276230A94,121
IMS-10061-CVDP-D22AD238-7029-4357-B839-65358E5C4D57,0
IMS-10061-CVDP-3CB3E787-2CC0-4193-A792-FB8258FECC38,0
IMS-10116-CVDP-441B603C-AD20-446D-A95A-2D6B46700DB9,576
IMS-10116-CVDP-4E3C0327-055E-4B8F-8C35-791BE34B4843,1069
IMS-10087-CVDP-EBA41A0E-A866-4F37-B46B-0A116E725600,129
IMS-10186-CVDP-15264C63-F392-4FAC-A6B0-247BE2A54B6A,437
IMS-10013-CVDP-325431B2-FBE9-49E3-9763-3CFECE90AC52,45
IMS-10186-CVDP-AACB7A0A-9E8A-464A-87C8-237341C973C0,248
IMS-10261-CVDP-E8835FA8-3E97-4701-A89E-BEC433F7C4D5,480
IMS-10087-CVDP-DEB261D0-CF3D-4E73-B452-4DB101A0D7E0,798
IMS-10186-CVDP-9624C178-5953-4867-8CC1-DE655C1F5B4B,610
IMS-10186-CVDP-6C945C9E-A657-4FFA-8F54-4708FC2EDAEA,197
IMS-10087-CVDP-3D53718A-2216-4BE9-91CB-7709E580EAE7,88
IMS-10186-CVDP-1C7BE4FD-CACE-4E9B-9A93-57FEFF0C2264,574
IMS-10087-CVDP-3F7B6F16-1245-4C02-9F39-9176A3CBB580,419
IMS-10116-CVDP-FF7CB906-4116-4050-8D8A-6190A82E5814,253
IMS-10087-CVDP-86B13570-751B-4FC9-818A-ADEF127D2DC2,70
IMS-10116-CVDP-CBAE6325-A74B-4AC6-8B62-843A6D7A1416,424
IMS-10225-CVDP-81611C3D-15AE-4B8E-A426-019EC820DC0D,230
IMS-10267-CVDP-7A3E2D4A-11E3-40D2-B2E5-67DB368888EF,605
IMS-10087-CVDP-BBA1971B-2085-4A18-8FB6-EC27753B6D96,207
IMS-10116-CVDP-474A33A9-78CF-454E-AC44-B7A42E6986FE,411
IMS-10116-CVDP-9EE145DF-5BCE-4536-91D2-54B611C42687,970
IMS-10186-CVDP-705EBEC9-3993-427B-97B9-C078BD2B1916,209
IMS-10013-CVDP-02736A88-EF7D-4EF0-AF97-5DF69D1C3E8D,202
IMS-10061-CVDP-92051B40-BA97-45A4-8D21-3C763C27EA5C,0
IMS-10225-CVDP-7CD44538-6E56-450C-A117-F7D73C0ABD92,327
IMS-10061-CVDP-4F925223-0A72-4018-8DBC-8FBCF35703EE,0
IMS-10116-CVDP-D3400A28-60E7-4B3C-A70D-1DC3E0899CA6,174
IMS-10116-CVDP-94ECC0B8-1D59-44E9-9EEF-2D58422C29BD,251
IMS-10116-CVDP-AE755E16-B131-4E88-917C-C631AECB8DD5,1590
IMS-10020-CVDP-3BEBA4D6-EA3F-44C2-9A67-69BBB6FBF613,46
IMS-10116-CVDP-F6475BA0-826F-4BAF-A7A2-D9416735C67D,259
IMS-10116-CVDP-10186C01-2FBC-4EC6-A8B4-3152ADD84534,255
IMS-10061-CVDP-4DB6786D-50D9-4DA3-BF5B-BA1EBB0E45F2,24
IMS-10594-CVDP-4B90A828-5176-4B3D-A4E8-2766034F26AE,7
IMS-10087-CVDP-BE4954DC-E0D8-437E-8B9B-AC8B03C7F294,967
IMS-10594-CVDP-764A8E30-7875-4101-AF0A-16898E2EE2AC,249
IMS-10116-CVDP-B6F4A192-173C-4E17-8E64-602345E80A7B,259
IMS-10225-CVDP-9B802AE3-8494-4454-97A8-DE817E3B9D72,197
IMS-10087-CVDP-4E10B913-689E-44C2-8662-CD5A23FAF10D,85
IMS-10225-CVDP-44033EB0-FC26-472A-B758-3636A58D72C1,343
IMS-10227-CVDP-CB6157AC-4D3A-49C3-848A-748985FE1717,31
IMS-10013-CVDP-0AD7D4B3-8511-473E-A3B4-7BF462F9847F,20
IMS-10013-CVDP-36C2E292-0B96-46C4-A865-AD2781D45847,478
IMS-10061-CVDP-BB1DB6FC-3D01-4276-8E09-A3BDAF7EE05F,0
IMS-10116-CVDP-C67E3E9E-4C7D-49DD-BCD1-7398EB109909,251
IMS-10186-CVDP-5307FA77-3B7A-40C3-9939-EED544BBBDF1,992
IMS-10186-CVDP-00035,21
IMS-10594-CVDP-E2709138-B81E-4520-B045-A7CD2AAA0F13,2
IMS-10087-CVDP-E79864E4-4587-4BAA-A7E3-01A74B730F0D,726
IMS-10227-CVDP-88323483-6A14-4BF9-B58E-DB1E92110C6D,0
IMS-10225-CVDP-106B7F40-54BA-43B1-976F-E1950B41C67E,919
IMS-10186-CVDP-75290168-010C-488A-95E7-CFB224455C38,366
IMS-10225-CVDP-2A62D363-4C26-4104-9BEE-63F2AD6BBD95,623
IMS-10186-CVDP-6E328104-827E-4626-A379-30FD5A7ECDDF,9
IMS-10225-CVDP-76499DCC-6D55-443D-A4F3-EF467955D511,221
IMS-10186-CVDP-9BDAEA2B-5122-48BA-BB38-020CF3AE7EDE,758
IMS-10116-CVDP-E39AD2F8-757C-400F-B82F-B50E19907906,170
IMS-10225-CVDP-9F8EC756-D241-4790-B59A-BA88BBF2C325,1004
IMS-10186-CVDP-5363E7E4-1D50-4DAD-9FC5-07ECA3D3FD29,466
IMS-10225-CVDP-57172F08-BE80-4B02-B5EB-0669F2166DED,492
IMS-10087-CVDP-C3AB6900-A35E-4563-844B-D6065A04EEF9,643
IMS-10267-CVDP-9F687141-8800-4B79-9AFD-CF03C841B109,210
IMS-10013-CVDP-D803A9AE-37B7-4631-810F-A8B67D084B71,267
IMS-10116-CVDP-81B7417A-18D2-4BF7-A112-2DF1ED7D1F10,253
IMS-10116-CVDP-974224B5-26B6-440F-9003-8A6AEC32D4E8,253
IMS-10225-CVDP-90E74594-7A60-44DA-96DC-2B4C248D25EF,243
IMS-10013-CVDP-3D4500C2-E537-4553-8A60-6C77B517E763,30
IMS-10061-CVDP-6C5EB6E8-791C-47B6-8ED3-8E735556C7E9,48
IMS-10116-CVDP-3A64DBDE-5533-4126-BECE-2D211B8D3C67,259
IMS-10261-CVDP-DAC47810-6A2C-450B-AC03-598E2C456C98,163
IMS-10087-CVDP-9388288D-9CCA-4D1D-9796-6BEE19086955,195
IMS-10116-CVDP-F4C0EB6D-EE1F-45D8-AC09-113569AC9262,347
IMS-10186-CVDP-B75153ED-EC61-4AF4-91C2-42D3F5082BAC,196
IMS-10186-CVDP-7B252CD5-3249-4E8C-AD01-A20288279E8A,621
IMS-10186-CVDP-A82EECD2-C67D-4BAD-9B47-787126397A5C,270
IMS-10186-CVDP-57B326F0-8C63-4063-8C71-0472725C49F1,276
IMS-10087-CVDP-F41C1B2B-CF1F-4C54-9E6A-FB1B1F477DED,155
IMS-10013-CVDP-714D3C8C-F4EE-40C6-9D5E-EB392AD73DF2,233
IMS-10087-CVDP-C25171D7-A233-4BBC-806C-926493CFFFB0,241
IMS-10013-CVDP-0D0F9A27-18F7-4AB6-BB2C-BED815857F06,111
IMS-10267-CVDP-10980FF7-C22A-4FFC-9C78-2536A194E072,223
IMS-10267-CVDP-B5349BAA-8637-46CA-A1B9-3AC73A642DB7,489
IMS-10116-CVDP-825BF793-73AC-47E8-8420-4FEEFD9A18DB,394
IMS-10087-CVDP-ECD79558-9B38-48A1-8E96-4A433DDA6C72,262
IMS-10186-CVDP-7A5A157B-EFBD-4A9D-9EF0-E4733581DD0F,671
IMS-10261-CVDP-7FD60ED8-F169-44DA-A493-5BBE912CA3A7,507
IMS-10267-CVDP-7DCB30B6-3ACF-4116-A770-039FD49AB1C6,204
IMS-10087-CVDP-1FE2DD75-1D66-4605-83BC-59A5061890EC,351
IMS-10013-CVDP-B3A511DE-430F-45F0-8C63-09462299069D,160
IMS-10087-CVDP-C716B62D-298D-4B50-AC20-5B9396E88E1F,1065
IMS-10061-CVDP-FF88A83A-2D42-41E5-A0FF-DD902DF7A806,78
IMS-10061-CVDP-DAFC9955-9EBE-4217-BAF4-09D44BA5172B,155
IMS-10594-CVDP-6114C4DD-9DBB-4941-9142-733394B4AF20,456
IMS-10061-CVDP-8310CD08-6D8F-4894-97DB-8C5A69EE2D9E,26
IMS-10267-CVDP-0F8EA5B5-F117-4AD0-8412-3D94128A3674,189
IMS-10087-CVDP-1CA610F7-42F4-46B7-A08C-0FF943A5DD8F,339
IMS-10087-CVDP-074A0BBD-8132-4BD8-BDE4-F9D58104C78E,268
IMS-10594-CVDP-CC2D2DB8-D493-451C-9E7F-91FEC51E6C2F,528
IMS-10186-CVDP-65DFAAD9-EF70-436B-89CE-25F0AD965886,174
IMS-10227-CVDP-269EB1D7-D097-4746-B8C0-78FA0D4B8C99,388
IMS-10087-CVDP-CBDC6F65-BF11-4285-9D6A-0E81523DAF41,521
IMS-10225-CVDP-8806C0C5-E73D-4834-973B-90BAF1FE8BE2,242
IMS-10261-CVDP-1AC486CE-11F2-4947-BF84-3220E7748547,608
IMS-10267-CVDP-A22A408E-E729-4CB6-8D95-ECE037615BCF,604
IMS-10116-CVDP-DB222A49-803E-4FA0-B4DF-1DE3FA87A756,121
IMS-10267-CVDP-FF730891-6D93-479A-BB23-7492BCE9E6C1,1083
IMS-10116-CVDP-2DC0AB09-773F-4A4F-BCC4-1F2FE0C794C6,406
IMS-10116-CVDP-E3225F6A-39B7-4FE9-A58A-DEC8FAA6D871,462
IMS-10116-CVDP-79B744EE-93B9-4C56-B32D-6837D2A7DECA,546
IMS-10267-CVDP-025ADB07-4740-4F1E-8DD8-526372E4679C,219
IMS-10116-CVDP-0C35A597-80A2-477D-85FB-F743698173C8,908
IMS-10116-CVDP-743AF2F2-A3DB-41A7-9BE6-192BD46D8F20,121
IMS-10186-CVDP-52F1F737-3B6F-4F13-AF50-37E8D398CE51,141
IMS-10116-CVDP-848CA637-3B43-463D-B731-B0A4C5F13993,756
IMS-10087-CVDP-335270D9-2F4E-4FA8-9307-4B416971D8E3,181
IMS-10116-CVDP-F90AA8A3-4F79-464A-BCDE-A6FA65B91139,259
IMS-10267-CVDP-143EA0FD-E9E7-42EF-8561-637EF80A2628,484
IMS-10594-CVDP-0906544D-4E1A-4C22-8907-A8AF7BEB4820,54
IMS-10116-CVDP-5C608F80-C9C4-44B1-B434-E1338F11E780,222
IMS-10267-CVDP-25911849-19EA-4EC6-8B20-2C7ED04587C0,383
IMS-10594-CVDP-94E485A4-F32D-434D-A048-0B734347CD6A,0
IMS-10013-CVDP-D997C4FC-7707-4495-8A82-47B0FE9C88C8,270
IMS-10013-CVDP-E8F7D180-E6B0-4F00-9FD1-C38BA12F7F7B,149
IMS-10087-CVDP-9950D54D-56FF-4D06-970B-1A87E9DB20FD,579
IMS-10087-CVDP-0B999F1A-B797-4F6F-B9AC-FFA130B17E7A,316
IMS-10116-CVDP-0BFE3122-3D85-4297-B5B7-2C9DC62BFF5C,253
IMS-10116-CVDP-4154D524-739E-4327-9BCA-B9548994817B,253
IMS-10087-CVDP-52ACC6F0-D59B-4352-9D7D-D491A78C47DD,83
IMS-10087-CVDP-0E8DF0B1-EBCB-4C1F-9E5D-A9D443F813E5,79
IMS-10594-CVDP-EC2714EC-8F3B-4938-A157-2B123FF91DBE,457
IMS-10116-CVDP-335FFCBB-1111-410C-B085-5F60E418E00A,108
IMS-10227-CVDP-D277C8B6-5A29-4BB3-ABB4-EF99B9AE0AE0,0
IMS-10087-CVDP-286D55B7-E69B-477F-8B61-0D8022CB4176,127
IMS-10116-CVDP-6C579985-ECE5-4FBD-AB17-BAC0985EC7C8,647
IMS-10261-CVDP-962FC1A5-083A-4022-8ABA-578548FCC64B,693
IMS-10227-CVDP-5A49B048-A446-4771-8028-B14BFADD149E,137
IMS-10186-CVDP-526B2074-7709-4BAE-904D-E79073F4C01D,976
IMS-10225-CVDP-18F57F45-D9DC-4D12-81EE-75A642266F86,408
IMS-10116-CVDP-962A3AAC-1D6A-40DD-B30E-FAED5555B1AD,259
IMS-10087-CVDP-B32232FD-2F89-4897-8B91-2ACC3827F567,581
IMS-10061-CVDP-2FF2BAC6-163A-46FD-8C4B-54BF4AA21167,0
IMS-10061-CVDP-E29D7466-7439-46F5-8C5F-31A0EE5EE144,0
IMS-10013-CVDP-DBA462AF-9F21-4400-9539-84FBBC8B8C6A,27
IMS-10186-CVDP-03A40F50-2828-459F-A559-E4EAC5C345AD,127
IMS-10013-CVDP-A9C0CCB4-5DF1-4812-9B94-A87CFD8ABE66,257
IMS-10594-CVDP-9732C93E-E729-4B6F-B444-0EC73E929602,598
IMS-10594-CVDP-2723F7C2-CB97-4517-861E-6AF014A96B4E,272
IMS-10116-CVDP-1613F666-AAC0-4562-92A2-121CB53DFD02,432
IMS-10061-CVDP-B02D45E4-35CF-4B9F-9F21-6C2A8665A4F6,0
IMS-10186-CVDP-90DB7446-C31C-4AF4-8CCC-27606F4D28B4,523
IMS-10264-CVDP-E3A6DEAF-5B34-498D-9CAE-54D41D223CA5,338
IMS-10087-CVDP-74F2C7C1-AE91-45DF-91D5-FD5A8ED94670,544
IMS-10227-CVDP-68B82379-6088-4177-8947-88CA939B3223,263
IMS-10087-CVDP-23F35E19-9495-4762-940D-07604453FC5E,83
IMS-10061-CVDP-AB0BB66F-3126-40F9-8EF9-CA08C1B1F429,0
IMS-10061-CVDP-5EFFDB84-DAF4-4197-9A89-8161EE61BDD6,18
IMS-10013-CVDP-3667D93F-2C63-4EAE-83E7-D0470ADD570C,299
IMS-10087-CVDP-D1302BBE-6221-415C-88DE-13FC7985896B,274
IMS-10061-CVDP-16AD08E0-886C-4F74-BE70-4C695CC5E0BB,1
IMS-10087-CVDP-D748E30A-F6EE-497E-B90A-53B1139316CB,135
IMS-10267-CVDP-5ABB5011-5387-49D8-AB5C-23C618766005,197
IMS-10227-CVDP-578D4046-A7BF-46B4-A8DD-C65319F1EE31,10
IMS-10186-CVDP-D0974788-E003-4749-8015-2CF7DEF00D10,313
IMS-10116-CVDP-8EFB9D82-1D2F-46FA-8036-3EB41B61C632,344
IMS-10087-CVDP-FAD8D77B-9A76-4BB5-BE2B-AF5C334AAADF,910
IMS-10261-CVDP-DE2166C1-86CF-46D4-9FA9-8B4F8CEAE99F,75
IMS-10186-CVDP-4FCB615F-0DDE-4FD3-93D9-B01036EED06F,257
IMS-10087-CVDP-39282ECE-BA45-4FE6-8ADB-B32D9DB8AD73,487
IMS-10261-CVDP-0E285318-80E6-486F-AE7F-0D6CDA68E74E,270
IMS-10227-CVDP-724B1CE3-2DC2-4FEE-9B21-94E959FD6D35,26
IMS-10186-CVDP-DF9C802F-28E8-4F89-96D9-B1249F1E0098,184
IMS-10267-CVDP-7AE775E7-F07A-4C1B-A78E-BC127265FCA8,218
IMS-10267-CVDP-856C229D-7031-4CBE-AC48-CD9D1CFB364B,463
IMS-10225-CVDP-8933CE98-AD56-45C4-AA1E-FDC8D256F8AA,574
IMS-10087-CVDP-E7961B97-4A45-438F-8DF0-54D91A615358,125
IMS-10061-CVDP-97E6C1CE-4D17-47F2-A6E2-4D9EB509C676,0
IMS-10594-CVDP-CD7CEA2B-3913-4F89-B114-A810390AB0CC,369
IMS-10225-CVDP-216DA0FD-7F18-4DAB-8826-73E6B0BF440E,421
IMS-10261-CVDP-6E37EC1D-A70D-4C9B-BC49-0982F35F2B43,1058
IMS-10116-CVDP-77CE69EC-68AF-4D07-BA31-E96B1BB4BF7C,121
IMS-10116-CVDP-C0B44F60-B387-490E-BD64-4E92FB84E53C,379
IMS-10061-CVDP-F85A35A2-A4B9-42AD-8E0D-B54937A32E80,0
IMS-10227-CVDP-6A038622-8494-4E5A-A80B-1480D2D98947,289
IMS-10116-CVDP-489D4CA3-197D-412E-B38A-755242C7E393,1993
IMS-10087-CVDP-D34BE087-A310-4070-9F82-DD5AA862A6FB,1124
IMS-10087-CVDP-393F3CE2-66E3-4726-B437-88114D14907A,659
IMS-10186-CVDP-C74F4D42-E98B-4F12-94E8-8A28359BE808,236
IMS-10225-CVDP-7DC6002C-7D7A-48F9-8949-E7733458F59B,1167
IMS-10087-CVDP-6D9FA6C2-A787-4439-AD74-4D2211385AA5,678
IMS-10186-CVDP-2CD67DB5-9275-46C6-97A3-AD23BAE6D5A0,571
IMS-10186-CVDP-161EB2BC-AF33-4598-BF8B-38FF0AECB798,219
IMS-10267-CVDP-8489D787-97E6-433F-8390-C0FAFAA31825,409
IMS-10186-CVDP-FC0AC09A-5B64-4095-9093-941DEF37FD11,936
IMS-10116-CVDP-F01DFDB3-97D3-4850-B4FE-B42CC75286D6,623
IMS-10261-CVDP-F36BA5E8-154C-4CC6-A667-D64238305EDF,379
IMS-10261-CVDP-00147,316
IMS-10087-CVDP-1AC5FD3C-9985-4D2A-A3A2-7DD17B93D8FA,432
IMS-10116-CVDP-A084B89A-1195-47EE-921F-2DFC63B263C2,661
IMS-10061-CVDP-BD97EC0E-D11C-4A9B-AC0B-2DC40F30AF52,0
IMS-10267-CVDP-A3C46D8F-08E6-4562-B102-DD2F77C64113,368
IMS-10061-CVDP-9BD0584D-208C-41ED-B7B9-D28657BBB74D,0
IMS-10061-CVDP-27607F28-F4A8-4A08-A2DA-E4146B2C36D3,4
IMS-10087-CVDP-B7BC4519-2A06-44D9-8376-A4D2DABCD4AB,780
IMS-10061-CVDP-CDE2B95A-EC7E-4EE7-98A5-1C319F687ABA,0
IMS-10225-CVDP-D4C72BB8-9FE1-4977-B50B-EB08EDBFC240,1004
IMS-10087-CVDP-DEE89FE6-BEA4-4BDC-B41E-AF56F12DAE5E,348
IMS-10116-CVDP-49864A10-6B08-4B5C-8922-4299BDD6E241,651
IMS-10116-CVDP-D05F6FCF-C85F-489E-81FD-2E2088205E69,392
IMS-10116-CVDP-8BB2AAC9-467A-45C6-8C8C-1CDD91E98FC0,407
IMS-10227-CVDP-8C314207-8F81-4AA4-83D2-236E81FA49A6,267
IMS-10186-CVDP-6AF578C7-8044-40E9-B1BB-85AEFB25DB58,331
IMS-10020-CVDP-00475,64
IMS-10087-CVDP-EFD29984-34D9-41DB-A2A7-93678E72DEFD,149
IMS-10020-CVDP-6937F995-18F4-4B00-9DEC-2CC4C886563A,77
IMS-10116-CVDP-43E82298-EA49-4F6A-9389-E015BDBC4A50,461
IMS-10186-CVDP-EA554113-AE29-4D98-8A94-794D3B07B5BB,264
IMS-10267-CVDP-3B7D5627-8764-4D38-B57D-B0CEED809A7D,527
IMS-10227-CVDP-A3336097-BD8A-4242-AF7C-4C58FE8FF066,0
IMS-10116-CVDP-2F08B390-7970-4E22-9A8B-6EFB3C5AC369,256
IMS-10186-CVDP-70275A54-75AE-441D-A4E2-2BDD745EE21E,9
IMS-10267-CVDP-ED7D299D-8116-4E83-AA1B-903C039BBA24,516
IMS-10227-CVDP-956FF3CF-FA46-4822-A488-C76549B2B26A,115
IMS-10341-CVDP-BD2C6B23-6FB8-48CC-A7B1-54077E4BC4BA,101
IMS-10264-CVDP-8923D315-79BC-4435-946C-CFE610CE9D9E,13
IMS-10061-CVDP-E25575F0-5BC3-4DA7-BE1F-A420080E2148,57
IMS-10186-CVDP-6CBFC0D9-D3A7-47D6-9C1C-D7338CB03E90,64
IMS-10087-CVDP-EB4B4EE5-6652-4600-AC77-150010C4201D,87
IMS-10186-CVDP-C0778691-204F-4462-B6A6-0FA6B0589382,945
IMS-10116-CVDP-8CDFC461-3C77-43EB-8284-E9CCC9D62E50,541
IMS-10186-CVDP-03674BBD-2CB5-4398-B4C1-852DB076409A,276
IMS-10227-CVDP-201FF82D-3A17-4DDB-9FDA-D3B78345696A,60
IMS-10594-CVDP-0FE943F1-2381-4811-92FB-1FFF849190A5,190
IMS-10061-CVDP-D47DD4BB-AC6F-43C9-8987-DBF273C4BC14,20
IMS-10020-CVDP-00496,73
IMS-10186-CVDP-26E0C6DA-00CC-497E-B485-549FF704C67E,345
IMS-10061-CVDP-E19A6492-2139-4097-B6BF-956EF28CC300,366
IMS-10186-CVDP-8BF1011B-70BC-48A6-A79D-F35EE6FDAB24,929
IMS-10267-CVDP-A21D5017-EBF5-431B-AEAD-D0B1C3C6FA94,369
IMS-10186-CVDP-E3463598-C7B7-48B1-A468-C6FF3B8142E5,464
IMS-10116-CVDP-01993566-2B58-4E6D-9225-FF7867273A99,636
IMS-10227-CVDP-68E28A55-C08C-4BBC-A295-2ED1A16CD6CF,15
IMS-10186-CVDP-0DD08561-98E1-4E17-B5DB-60A423B97DD5,453
IMS-10186-CVDP-A306ACCA-A9C1-49FB-A965-1EC3A88E3C7A,531
IMS-10186-CVDP-47FD059B-8988-4457-B41E-FBE2CC9D467A,661
IMS-10186-CVDP-42551E54-96B5-4041-8BF0-8FCB8A3AA2A3,1220
IMS-10186-CVDP-24082EA0-03CA-4429-8255-609D48A6D574,63
IMS-10020-CVDP-93C1F466-3A84-496C-9E09-4D9C2F2FE3D2,60
IMS-10116-CVDP-67CB580C-88E5-494B-899B-CA5D705AC79E,1024
IMS-10186-CVDP-ABEB4852-715F-499C-9D8B-6A68529D8959,189
IMS-10225-CVDP-43748284-1A03-41CC-9030-B3D9B7637DD9,221
IMS-10116-CVDP-92D75CD2-A257-4491-927A-53DDB5B531B0,262
IMS-10261-CVDP-00038,339
IMS-10116-CVDP-7FA97A7C-0BC1-486F-AC68-E290199B6055,121
IMS-10267-CVDP-A1C93785-E023-4496-851C-AFAE0B80097B,219
IMS-10116-CVDP-35414A14-4C01-4781-89FC-9475EDC86072,121
IMS-10087-CVDP-62445BC3-05E4-4BAB-AE95-B751338436EB,531
IMS-10061-CVDP-70FCE826-9B3B-45BF-B064-443E48B649CC,87
IMS-10261-CVDP-377921FB-7E79-45EA-BC69-D6A97E94C77A,389
IMS-10087-CVDP-19D980F7-4BA7-4A62-9D73-72C23309EFA5,388
IMS-10087-CVDP-D3276ED6-68CA-4654-BBDC-B1E8DF4AC9BF,164
IMS-10061-CVDP-12F652A2-002F-4D9E-8718-BC9E7ED5759D,6
IMS-10225-CVDP-F1B2AB1F-4659-4D60-8CA6-59818EA01582,436
IMS-10186-CVDP-967825BE-A4CF-47E3-B729-47A63173B08F,42
IMS-10116-CVDP-55805E11-6505-40A8-9DF3-86B27D0E5BB3,259
IMS-10261-CVDP-CEC7569A-BE43-4B99-9CFF-18931EB541E1,128
IMS-10186-CVDP-40C98EA5-85BD-4CF4-AA9D-36EA5CF8B172,463
IMS-10186-CVDP-7956B852-76EA-43E0-BC7D-EB8EE150A7AB,510
IMS-10261-CVDP-AA540305-8321-45DF-A8D1-F9A1299EAD0E,284
IMS-10087-CVDP-2D0B6FBC-DB0C-4D67-97B8-B4AEE1229549,575
IMS-10116-CVDP-E565CA97-960B-4353-99F1-1B29D37FA763,1030
IMS-10087-CVDP-909D2CC2-8E98-4A76-99F8-1378E068A5F3,782
IMS-10013-CVDP-C4B6A049-8A9D-435D-89B4-1C38C736647B,443
IMS-10087-CVDP-0534D738-BF5A-489C-8238-CEDA527DB8E9,86
IMS-10267-CVDP-507B43BD-34C1-4C88-AF0B-BEEA36A955A0,353
IMS-10116-CVDP-C936CF88-D84B-418A-8231-DFFF6B27A030,908
IMS-10594-CVDP-279F34E4-8504-4430-8E50-70673225626D,5
IMS-10087-CVDP-DE0A6321-6AE7-47D3-9E62-E5D9911C08EB,38
IMS-10227-CVDP-7F5C08DF-C987-4B37-AEF1-BD7062470CE6,205
IMS-10116-CVDP-8C989DD7-C98D-4AFE-91B8-BB370951352F,416
IMS-10087-CVDP-8821ACD0-DB03-4877-BB15-7224544B124A,52
IMS-10227-CVDP-298A0B9F-C6CA-4177-868A-E8A17011B232,813
IMS-10087-CVDP-2EBDC50D-99C4-4D0F-805D-8E2DD48AC3AD,408
IMS-10061-CVDP-F92F6FD6-CB27-4A13-AB86-8A2FB46580D4,255
IMS-10087-CVDP-2174622F-A35E-48E7-AFD6-DCB8DBAD1E5E,467
IMS-10087-CVDP-13BF7037-B9ED-47AD-ABB1-5452F9C847B3,323
IMS-10267-CVDP-6286066C-380A-4B91-9589-DAD4731CD6EE,207
IMS-10061-CVDP-3E40A74E-7D9D-4CED-BC57-A4EBB95DFBF9,89
IMS-10186-CVDP-D08EB9F4-14EA-4E9D-A3BD-318B02ED951A,775
IMS-10116-CVDP-E28E612C-35DA-49E5-854B-486CA1B10CF0,250
IMS-10116-CVDP-F1C4E29A-1EF3-4CB2-877C-36104AB67B04,474
IMS-10116-CVDP-22DFF637-6697-49C8-9514-4EDD0837B4FE,134
IMS-10267-CVDP-3A5E002B-AC31-4577-A37F-B0AB1B228192,899
IMS-10087-CVDP-E75E9D4D-F277-46AA-8009-A3DC515E105C,419
IMS-10061-CVDP-E1004D9D-4966-426F-8AD1-CCDAC829BFA6,97
